"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__Brand__c","LLC_BI__Community_Extension__c","LLC_BI__Community_Name__c","LLC_BI__Community_Network_ID__c","LLC_BI__Look_Up_Key__c","LLC_BI__LookupKey__c","LLC_BI__Permission_Set__c","AutorabitExtId__c"
"a4q4T0000004KW4QAM","0054T000000qMtZQAU","","nSight Financial","2019-09-09T15:18:06.000Z","0054T000000qMtZQAU","2020-04-02T14:04:35.000Z","0054T000000qNGEQA2","","a4e4T000000PIvSQAW","CustomerPortal","Customer Portal","","34652546354g5","","nSightFinancial_Community","a4q4T000000bskPQAQ"
