"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__EmailTemplate__c","LLC_BI__Email_Template_Purpose__c","LLC_BI__Institution__c","LLC_BI__lookupKey__c","AutorabitExtId__c"
"a4o4T000000PLAXQA4","0054T000000qMtZQAU","","ETI-000000423","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTv7","Borrower Added (New)","a4q4T0000004KW4QAM","","a4o4T000000PL6EQAW"
"a4o4T000000PLAYQA4","0054T000000qMtZQAU","","ETI-000000424","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTv8","Co-Owner Added (Existing)","a4q4T0000004KW4QAM","","a4o4T000000PL6FQAW"
"a4o4T000000PLAZQA4","0054T000000qMtZQAU","","ETI-000000425","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTv9","Co-Owner Added (New)","a4q4T0000004KW4QAM","","a4o4T000000PL6GQAW"
"a4o4T000000PLAaQAO","0054T000000qMtZQAU","","ETI-000000426","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTvB","Deposit Documents Assigned","a4q4T0000004KW4QAM","","a4o4T000000PL6HQAW"
"a4o4T000000PLAbQAO","0054T000000qMtZQAU","","ETI-000000427","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTvA","Deposit Document Rejected","a4q4T0000004KW4QAM","","a4o4T000000PL6IQAW"
"a4o4T000000PLAcQAO","0054T000000qMtZQAU","","ETI-000000428","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTuq","Guarantor Added (Existing)","a4q4T0000004KW4QAM","","a4o4T000000PL6JQAW"
"a4o4T000000PLAdQAO","0054T000000qMtZQAU","","ETI-000000429","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTur","Guarantor Added (New)","a4q4T0000004KW4QAM","","a4o4T000000PL6KQAW"
"a4o4T000000PLAeQAO","0054T000000qMtZQAU","","ETI-000000430","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTut","Loan Document Assigned Email - Bulk","a4q4T0000004KW4QAM","","a4o4T000000PL6LQAW"
"a4o4T000000PLAfQAO","0054T000000qMtZQAU","","ETI-000000431","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTvC","Loan Document Rejected Email","a4q4T0000004KW4QAM","","a4o4T000000PL6MQAW"
"a4o4T000000PLAgQAO","0054T000000qMtZQAU","","ETI-000000432","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTv0","Save and Continue","a4q4T0000004KW4QAM","","a4o4T000000PL6NQAW"
"a4o4T000000PLAhQAO","0054T000000qMtZQAU","","ETI-000000433","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsS","Account Document Assigned - Bulk","a4q4T0000004KW4QAM","","a4o4T000000PL6OQAW"
"a4o4T000000PLAiQAO","0054T000000qMtZQAU","","ETI-000000434","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsTUAW","Account Document Rejected","a4q4T0000004KW4QAM","","a4o4T000000PL6PQAW"
"a4o4T000000PLAjQAO","0054T000000qMtZQAU","","ETI-000000435","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsU","Borrower Added (Existing)","a4q4T0000004KW4QAM","","a4o4T000000PL6QQAW"
"a4o4T000000PLAkQAO","0054T000000qMtZQAU","","ETI-000000436","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsV","Borrower Added (New)","a4q4T0000004KW4QAM","","a4o4T000000PL6RQAW"
"a4o4T000000PLAlQAO","0054T000000qMtZQAU","","ETI-000000437","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsW","Co-Owner Added (Existing)","a4q4T0000004KW4QAM","","a4o4T000000PL6SQAW"
"a4o4T000000PLAmQAO","0054T000000qMtZQAU","","ETI-000000438","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsX","Co-Owner Added (New)","a4q4T0000004KW4QAM","","a4o4T000000PL6TQAW"
"a4o4T000000PLAnQAO","0054T000000qMtZQAU","","ETI-000000439","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsZ","Deposit Documents Assigned","a4q4T0000004KW4QAM","","a4o4T000000PL6UQAW"
"a4o4T000000PLAoQAO","0054T000000qMtZQAU","","ETI-000000440","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsY","Deposit Document Rejected","a4q4T0000004KW4QAM","","a4o4T000000PL6VQAW"
"a4o4T000000PLApQAO","0054T000000qMtZQAU","","ETI-000000441","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsE","Guarantor Added (Existing)","a4q4T0000004KW4QAM","","a4o4T000000PL6WQAW"
"a4o4T000000PLAqQAO","0054T000000qMtZQAU","","ETI-000000442","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsF","Guarantor Added (New)","a4q4T0000004KW4QAM","","a4o4T000000PL6XQAW"
"a4o4T000000PLArQAO","0054T000000qMtZQAU","","ETI-000000443","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsH","Loan Document Assigned Email - Bulk","a4q4T0000004KW4QAM","","a4o4T000000PL6YQAW"
"a4o4T000000PLAsQAO","0054T000000qMtZQAU","","ETI-000000444","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsa","Loan Document Rejected Email","a4q4T0000004KW4QAM","","a4o4T000000PL6ZQAW"
"a4o4T000000PLAtQAO","0054T000000qMtZQAU","","ETI-000000445","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsO","Save and Continue","a4q4T0000004KW4QAM","","a4o4T000000PL6aQAG"
"a4o4T000000PLAuQAO","0054T000000qMtZQAU","","ETI-000000446","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsS","Account Document Assigned - Bulk","a4q4T0000004KW4QAM","","a4o4T000000PL8zQAG"
"a4o4T000000PLAvQAO","0054T000000qMtZQAU","","ETI-000000447","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsTUAW","Account Document Rejected","a4q4T0000004KW4QAM","","a4o4T000000PL90QAG"
"a4o4T000000PLAwQAO","0054T000000qMtZQAU","","ETI-000000448","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsU","Borrower Added (Existing)","a4q4T0000004KW4QAM","","a4o4T000000PL91QAG"
"a4o4T000000PLAxQAO","0054T000000qMtZQAU","","ETI-000000449","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsV","Borrower Added (New)","a4q4T0000004KW4QAM","","a4o4T000000PL92QAG"
"a4o4T000000PLAyQAO","0054T000000qMtZQAU","","ETI-000000450","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsW","Co-Owner Added (Existing)","a4q4T0000004KW4QAM","","a4o4T000000PL93QAG"
"a4o4T000000PLAzQAO","0054T000000qMtZQAU","","ETI-000000451","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsX","Co-Owner Added (New)","a4q4T0000004KW4QAM","","a4o4T000000PL94QAG"
"a4o4T000000PLB0QAO","0054T000000qMtZQAU","","ETI-000000452","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsZ","Deposit Documents Assigned","a4q4T0000004KW4QAM","","a4o4T000000PL95QAG"
"a4o4T000000PLB1QAO","0054T000000qMtZQAU","","ETI-000000453","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsY","Deposit Document Rejected","a4q4T0000004KW4QAM","","a4o4T000000PL96QAG"
"a4o4T000000PLB2QAO","0054T000000qMtZQAU","","ETI-000000454","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsE","Guarantor Added (Existing)","a4q4T0000004KW4QAM","","a4o4T000000PL97QAG"
"a4o4T000000PLB3QAO","0054T000000qMtZQAU","","ETI-000000455","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsF","Guarantor Added (New)","a4q4T0000004KW4QAM","","a4o4T000000PL98QAG"
"a4o4T000000PLB4QAO","0054T000000qMtZQAU","","ETI-000000456","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsH","Loan Document Assigned Email - Bulk","a4q4T0000004KW4QAM","","a4o4T000000PL99QAG"
"a4o4T000000PLB5QAO","0054T000000qMtZQAU","","ETI-000000457","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsa","Loan Document Rejected Email","a4q4T0000004KW4QAM","","a4o4T000000PL9AQAW"
"a4o4T000000PLB6QAO","0054T000000qMtZQAU","","ETI-000000458","2020-04-20T11:59:38.000Z","0054T000000qNGEQA2","2020-04-20T12:04:15.000Z","0054T000000qNGEQA2","","00X4T000000GTsO","Save and Continue","a4q4T0000004KW4QAM","","a4o4T000000PL9BQAW"
